,Savings,Wallets,Money,Loans,Mean Money,Standart Deviation Money
63,1813,14,1827,1249,18.13,(23.92599214243791+0j)
64,1813,14,1827,1249,18.13,(23.92599214243791+0j)
65,1813,14,1827,1249,18.13,(23.92599214243791+0j)
66,1813,14,1827,1249,18.13,(23.92599214243791+0j)
67,1813,14,1827,1249,18.13,(23.92599214243791+0j)
68,1813,14,1827,1249,18.13,(23.92599214243791+0j)
69,1813,14,1827,1249,18.13,(23.92599214243791+0j)
70,1813,14,1827,1249,18.13,(23.92599214243791+0j)
71,1813,14,1827,1249,18.13,(23.92599214243791+0j)
72,1813,14,1827,1249,18.13,(23.92599214243791+0j)
73,1813,14,1827,1249,18.13,(23.92599214243791+0j)
74,1813,14,1827,1249,18.13,(23.92599214243791+0j)
75,1813,14,1827,1249,18.13,(23.92599214243791+0j)
76,1813,14,1827,1249,18.13,(23.92599214243791+0j)
77,1813,14,1827,1249,18.13,(23.92599214243791+0j)
78,1813,14,1827,1249,18.13,(23.92599214243791+0j)
79,1813,14,1827,1249,18.13,(23.92599214243791+0j)
80,1813,14,1827,1249,18.13,(23.92599214243791+0j)
81,1813,14,1827,1249,18.13,(23.92599214243791+0j)
82,1813,14,1827,1249,18.13,(23.92599214243791+0j)
83,1813,14,1827,1249,18.13,(23.92599214243791+0j)
84,1813,14,1827,1249,18.13,(23.92599214243791+0j)
85,1813,14,1827,1249,18.13,(23.92599214243791+0j)
86,1813,14,1827,1249,18.13,(23.92599214243791+0j)
87,1813,14,1827,1249,18.13,(23.92599214243791+0j)
88,1813,14,1827,1249,18.13,(23.92599214243791+0j)
89,1813,14,1827,1249,18.13,(23.92599214243791+0j)
90,1813,14,1827,1249,18.13,(23.92599214243791+0j)
91,1813,14,1827,1249,18.13,(23.92599214243791+0j)
92,1813,14,1827,1249,18.13,(23.92599214243791+0j)
93,1813,14,1827,1249,18.13,(23.92599214243791+0j)
94,1813,14,1827,1249,18.13,(23.92599214243791+0j)
95,1813,14,1827,1249,18.13,(23.92599214243791+0j)
96,1813,14,1827,1249,18.13,(23.92599214243791+0j)
97,1813,14,1827,1249,18.13,(23.92599214243791+0j)
98,1813,14,1827,1249,18.13,(23.92599214243791+0j)
99,1813,14,1827,1249,18.13,(23.92599214243791+0j)
